appid,name_x,playtime_forever,img_icon_url,has_community_visible_stats,content_descriptorids,has_leaderboards,playtime_2weeks,participant_id,playtime_hours,achievement_ratio,playtime_windows_forever,playtime_mac_forever,playtime_linux_forever,playtime_deck_forever,rtime_last_played,playtime_disconnected,name_y,type,genres,categories,release_date,developer,publisher,name,hltb_main_story,hltb_main_extra,hltb_completionist
239030,"Papers, Please",292,102e22fc7e0689cb5a9d8cfdd5a6725d571d1a0f,True,"[1, 5]",True,,User3,4.9,1.0,,,,,,,"Papers, Please",game,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","8 Aug, 2013",Lucas Pope,3909,"Papers, Please",5.01,8.25,16.07
248820,Risk of Rain (2013),231,27c63bdc153de52355c8e6983baa4bc0aedc3699,True,,,,User3,3.8,0.4,,,,,,,Risk of Rain (2013),game,"['Action', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","8 Nov, 2013",Hopoo Games,Gearbox Publishing,Risk of Rain (2013),,,
250620,Among the Sleep,51,867def7ce49a576ca1c9916d509364c5eacef090,True,,,,User3,0.8,1.0,,,,,,,Among the Sleep - Enhanced Edition,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","29 May, 2014",Krillbite Studio,Krillbite Studio,,,,
252950,Rocket League,3195,9ad6dd3d173523354385955b5fb2af87639c4163,True,,,,User3,53.2,0.5909090909090909,,,,,,,Rocket League®,game,"['Action', 'Indie', 'Racing', 'Sports']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","6 Jul, 2015",Psyonix LLC,Psyonix LLC,Rocket League®,,,
253900,Knights and Merchants,0,b72c6dd9bfb30f4eb6e63ed37a342ecde3ace689,,,,,User3,0.0,0.0,,,,,,,Knights and Merchants,game,"['Simulation', 'Strategy']","['Single-player', 'Multi-player', 'Steam Trading Cards', 'Family Sharing']","14 Oct, 2013",Topware Interactive,Topware Interactive,,,,
253980,Enclave,0,eb807cb60bbb54f7103659b17ca74c88477fa8f1,,,,,User3,0.0,0.0,,,,,,,Enclave,game,"['Action', 'RPG']","['Single-player', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","4 Oct, 2013",Starbreeze,Topware Interactive,Enclave,8.24,12.25,15.67
254000,East India Company Gold,0,517c5f57b39abe6428aec9487d52ca987595e87e,,,,,User3,0.0,0.0,,,,,,,,,[''],[''],,,,,,,
254020,Commander: Conquest of the Americas Gold,0,1a9e680acffc7752442ca8c9cceb337f0ebc70b1,True,,,,User3,0.0,0.0,,,,,,,,,[''],[''],,,,,,,
254040,Pirates of Black Cove Gold,0,79310c60789a11355685bcac3f1782f071ecf504,,,,,User3,0.0,0.0,,,,,,,,,[''],[''],,,,,,,
254060,KnightShift,0,b1fbbfcbb5f85058a10f96a9262946ffae0c5982,True,,,,User3,0.0,0.0,,,,,,,KnightShift,game,"['RPG', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","27 Sep, 2013",Reality Pump,Topware Interactive,KnightShift,18.5,57.89,100.0
236450,PAC-MAN Championship Edition DX+,29,e5769d28986cf02b7e8cd21a7f505fca28444779,True,,,,User3,0.5,0.25,,,,,,,PAC-MAN™ Championship Edition DX+,game,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","Sep 24, 2013","Mine Loader Software Co., Ltd.",BANDAI NAMCO Entertainment,PAC-MAN™ Championship Edition DX+,,,
231330,Deadfall Adventures,0,38617f028f97cd5da1510968ed3e42fff49ce9ec,True,,,,User3,0.0,0.0,,,,,,,Deadfall Adventures,game,"['Action', 'Adventure']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","15 Nov, 2013",The Farm 51,THQ Nordic,Deadfall Adventures,8.05,12.1,13.26
238430,Contagion,367,5b4f22ca04d338866b0c904af3166d9e939027f2,True,,True,,User3,6.1,0.01818181818181818,,,,,,,Contagion,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","25 Oct, 2013","Monochrome, Inc","Monochrome, Inc",Contagion,20.73,42.44,0.0
261430,AION Free-to-Play,0,55aee1e214ba42b3ce439e578cb1149e6a819ebd,,,,,User3,0.0,0.0,,,,,,,AION MMO,game,"['Massively Multiplayer', 'RPG', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP']","16 Dec, 2015",NCSOFT,Gameforge 4D GmbH,AION MMO,,,
108600,Project Zomboid,2116,2bd4642ae337e378e7b04a19d19683425c5f81a4,,"[2, 5]",,,User3,35.3,0.0,,,,,,,Project Zomboid,game,"['Indie', 'RPG', 'Simulation', 'Early Access']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","8 Nov, 2013",The Indie Stone,The Indie Stone,Project Zomboid,56.28,175.92,411.59
266010,LYNE,88,791128c6560d94d6871e40bc17a20b418e366123,True,,,,User3,1.5,0.12121212121212122,,,,,,,LYNE,game,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","17 Mar, 2014",Thomas Bowker,Thomas Bowker,LYNE,16.54,16.55,18.89
251570,7 Days to Die,51315,f6515dd177b2992aebcb563151fbe836a600f364,True,"[2, 5]",,,User3,855.2,1.0,,,,,,,7 Days to Die,game,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","25 Jul, 2024",The Fun Pimps,The Fun Pimps Entertainment LLC,7 Days to Die,52.16,111.82,345.55
246620,Plague Inc: Evolved,542,9e39dcfd5a300732c16111b268853ef11a0ba4d0,True,,,,User3,9.0,0.11538461538461539,,,,,,,Plague Inc: Evolved,game,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","18 Feb, 2016",Ndemic Creations,Ndemic Creations,Plague Inc: Evolved,3.59,14.4,54.18
282140,SOMA,0,018a23ae2cd618b302731b91fcef5954c22d615c,True,"[1, 2, 5]",,,User3,0.0,0.0,,,,,,,SOMA,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","21 Sep, 2015",Frictional Games,Frictional Games,SOMA,,,
285900,Gang Beasts,522,fe0f0440dabf5ff8d8326d2d6ff629e016fe3559,True,,,,User3,8.7,0.3157894736842105,,,,,,,Gang Beasts,game,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']","['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","12 Dec, 2017","Boneloaf, Rocket Science",Boneloaf,Gang Beasts,2.37,5.24,6.19
286160,Tabletop Simulator,612,19f5b90e3c7084758f885ded843631b13929fa26,True,,,,User3,10.2,0.2692307692307692,,,,,,,Tabletop Simulator,game,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","5 Jun, 2015",Berserk Games,Berserk Games,Tabletop Simulator,7.48,146.19,1256.99
286690,Metro 2033 Redux,0,353ea01a045c084215bca95519808eaa7319ce0c,True,"[1, 2, 5]",,,User3,0.0,0.0,,,,,,,Metro 2033 Redux,game,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","Aug 25, 2014",4A Games,Deep Silver,Metro 2033 Redux,9.07,11.51,23.72
287390,Metro: Last Light Redux,0,7139b7af2ad9d248d21e98302b964cd61474318c,True,"[1, 2, 5]",,,User3,0.0,0.0,,,,,,,Metro: Last Light Redux,game,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","27 Aug, 2014",4A Games,Deep Silver,Metro: Last Light Redux,9.81,13.47,27.79
288160,The Room,298,2e4f032d5c7835353ad8478072a1fae12e8d65c6,True,,,,User3,5.0,1.0,,,,,,,The Room,game,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","28 Jul, 2014",Fireproof Games,Fireproof Games,The Room,2.57,2.58,2.66
233290,MURDERED: SOUL SUSPECT™,0,b0507554c8d39f2c4ebd45a446660e6b0d93ff52,True,,,,User3,0.0,0.0,,,,,,,Murdered: Soul Suspect,game,"['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","5 Jun, 2014",Airtight Games,Square Enix,Murdered: Soul Suspect,6.87,8.73,11.49
256290,Child of Light,660,abd72e23f4d18e943f98169e4a3a4a9243e069ea,,,,,User3,11.0,0.0,,,,,,,Child of Light,game,['RPG'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","29 Apr, 2014",Ubisoft Montréal,Ubisoft,Child of Light,11.2,13.46,15.44
295110,Just Survive,1192,62defe57b364721d8947761c9998643ae5afaad1,,"[2, 5]",,,User3,19.9,0.0,,,,,,,Just Survive,game,"['Action', 'Adventure', 'Massively Multiplayer']","['Multi-player', 'MMO', 'Steam Trading Cards']","15 Jan, 2015",Daybreak Game Company,Daybreak Game Company,Just Survive,32.5,0.0,54.92
362300,Just Survive Test Server,2,ae46a0a74a41c21f2d490dde824f552c20920761,,,,,User3,0.0,0.0,,,,,,,Just Survive Test Server,game,['Massively Multiplayer'],"['Single-player', 'Multi-player', 'MMO', 'Family Sharing']","16 Apr, 2015",Daybreak Game Company,Daybreak Game Company,Just Survive Test Server,,,
433850,Z1 Battle Royale,177,aee7491abfd812e2fbb4ec3326ad5f4b85c8137a,,"[2, 5]",,,User3,3.0,0.0,,,,,,,Z1 Battle Royale,game,"['Action', 'Adventure', 'Free To Play', 'Massively Multiplayer']","['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']","28 Feb, 2018",Daybreak Game Company,Daybreak Game Company,Z1 Battle Royale,68.63,106.32,0.0
439700,H1Z1: Test Server,0,d0e924622be8ce1e9920197f397365bb1e6bca5f,,,,,User3,0.0,0.0,,,,,,,Z1 Battle Royale: Test Server,game,['Massively Multiplayer'],"['Multi-player', 'MMO', 'Family Sharing']","24 Feb, 2016",Daybreak Game Company,Daybreak Game Company,Z1 Battle Royale: Test Server,,,
222900,Dead Island: Epidemic,0,eeca961216745840443d87373f907d1e6e4ca764,True,,,,User3,0.0,0.0,,,,,,,Dead Island: Epidemic,advertising,"['Action', 'Free To Play', 'Early Access']","['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","20 Nov, 2014",Stunlock Studios,Deep Silver,Dead Island: Epidemic,4.18,72.08,84.0
238460,BattleBlock Theater,164,2f258aaff583d797812cdcf24830d5992f48733b,True,,True,,User3,2.7,0.16666666666666666,,,,,,,BattleBlock Theater®,game,"['Action', 'Adventure', 'Casual', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","15 May, 2014",The Behemoth,The Behemoth,BattleBlock Theater®,,,
298820,Millennium 2 - Take Me Higher,0,cc9ba24ac720a762bf545127e659f503c112d7b5,True,,,,User3,0.0,0.0,,,,,,,Millennium 2 - Take Me Higher,game,"['Adventure', 'Casual', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","10 Jul, 2014",Aldorlea Games,Aldorlea Games,Millennium 2 - Take Me Higher,,,
301520,Robocraft,322,25b4f8bc206a7768638974d991b12d3943729d49,True,,,,User3,5.4,0.0,,,,,,,Robocraft,game,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Family Sharing']","24 Aug, 2017",Freejam,Freejam,Robocraft,58.13,194.83,0.0
301640,Zombie Army Trilogy,117,ce8a1505c309b0427f9559e1e7cf8d00c963451b,True,"[2, 5]",,,User3,2.0,0.0,,,,,,,Zombie Army Trilogy,game,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']","6 Mar, 2015",Rebellion,Rebellion,Zombie Army Trilogy,13.4,19.72,32.99
304930,Unturned,3086,e18009fb628b35953826efe47dc3be556b689f4c,True,,,,User3,51.4,0.1927710843373494,,,,,,,Unturned,game,"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","7 Jul, 2017",Smartly Dressed Games,Smartly Dressed Games,Unturned,20.75,62.62,120.04
311690,Enter the Gungeon,29,b459d94ad4b6a5eabd71005874037b9577a4ca31,True,,,,User3,0.5,0.018518518518518517,,,,,,,Enter the Gungeon,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","5 Apr, 2016",Dodge Roll,Devolver Digital,Enter the Gungeon,22.6,62.22,159.74
313120,Stranded Deep,2632,1d2f450f4cf55ecf0275f49f68a3440eef93ad27,True,,True,,User3,43.9,0.40540540540540543,,,,,,,Stranded Deep,game,"['Adventure', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","10 Aug, 2022",Beam Team Games,Beam Team Publishing,Stranded Deep,23.39,36.58,43.26
206420,Saints Row IV,53,211c502e385781a17b4d02cad7a3ef53f09f1e91,True,[5],,,User3,0.9,0.0410958904109589,,,,,,,Saints Row IV: Re-Elected,game,"['Action', 'Adventure']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","22 Aug, 2013",Deep Silver Volition,Deep Silver,Saints Row IV: Re-Elected,15.07,26.19,43.52
10150,Prototype,0,c09d5f7b718a963b1f24162184c28d3293e8fd8c,,,,,User3,0.0,0.0,,,,,,,Prototype™,game,"['Action', 'Adventure']","['Single-player', 'Family Sharing']","12 Jun, 2009",Radical Entertainment,Activision,Prototype™,,,
115320,PROTOTYPE 2,506,157062f0a8a18c0ae1550feb327b21e2407f528a,True,,,,User3,8.4,1.0,,,,,,,Prototype 2,game,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']","26 Jul, 2012",Radical Entertainment,Activision,Prototype 2,10.08,14.0,19.46
203160,Tomb Raider,208,3ee640a8aba6992678e36f4e40cba9c71c02348b,True,,,,User3,3.5,0.0,,,,,,,Tomb Raider,game,"['Action', 'Adventure']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","4 Mar, 2013","Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Nixxes","Crystal Dynamics, Feral Interactive (Mac)",Tomb Raider,11.33,15.46,20.89
274170,Hotline Miami 2: Wrong Number,282,3fc78b615529f78cc24cea247c7b2ee50c551bbd,True,,,,User3,4.7,0.13793103448275862,,,,,,,Hotline Miami 2: Wrong Number,game,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on TV', 'Family Sharing']","10 Mar, 2015",Dennaton Games,Devolver Digital,Hotline Miami 2: Wrong Number,8.81,12.85,33.27
302510,Ryse: Son of Rome,998,46114151ac11d6984ec280405d65c15a4ed9438e,True,"[2, 5]",,,User3,16.6,0.6164383561643836,,,,,,,Ryse: Son of Rome,game,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']","10 Oct, 2014",Crytek,Crytek ,Ryse: Son of Rome,6.39,8.36,19.96
307690,Sleeping Dogs: Definitive Edition,467,8ef5e84ffbd9a4b3fb28d308073bccb415fc25ab,True,,,,User3,7.8,0.2033898305084746,,,,,,,Sleeping Dogs: Definitive Edition,game,"['Action', 'Adventure', 'Racing']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","8 Oct, 2014","United Front Games, Feral Interactive (Mac)","Square Enix, Feral Interactive (Mac)",Sleeping Dogs: Definitive Edition,14.3,23.61,41.41
238320,Outlast,1,46bd3df92d4693d3b2af113bf8f31c2cbdadb20a,True,"[1, 2, 5]",,,User3,0.0,0.0,,,,,,,Outlast,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","4 Sep, 2013",Red Barrels,Red Barrels,Outlast,5.15,7.24,11.48
324810,TOXIKK,355,18523599fb9e8305d0c6b6b99f561f4d88bdec59,True,,True,,User3,5.9,0.3,,,,,,,TOXIKK™,game,"['Action', 'Free To Play', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Includes level editor']","10 Sep, 2016",Reakktor Studios,Schwiezer System GmbH,TOXIKK™,,,
326460,ShellShock Live,79,bebf5e02b861d7d435fbf96cf059be95415ba5a9,True,,True,,User3,1.3,0.07936507936507936,,,,,,,ShellShock Live,game,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","22 May, 2020",kChamp Games,kChamp Games,ShellShock Live,18.09,339.93,3539.7
330020,Children of Morta,380,29e179c5c7ac3aa6d3fb15ca5b19fd1124af4e7b,True,,,,User3,6.3,0.13333333333333333,,,,,,,Children of Morta,game,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","3 Sep, 2019",Dead Mage,11 bit studios,Children of Morta,14.19,18.69,27.79
321360,Primal Carnage: Extinction,128,0c9f64ffe631efcc1c7367742e0a57258cb6278e,True,,True,,User3,2.1,0.06557377049180328,,,,,,,Primal Carnage: Extinction,game,"['Action', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on TV']","Apr 3, 2015","Circle Five Studios, Pub Games",Circle Five Publishing,Primal Carnage: Extinction,0.0,0.0,0.0
274940,Depth,1830,0c711a26af920e93af7cf0fc797fbb200367105e,True,"[2, 5]",True,,User3,30.5,0.5,,,,,,,Depth,game,"['Action', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","3 Nov, 2014",Digital Confectioners,Digital Confectioners,Depth,4.5,64.0,84.0
331690,Crossing Souls,1000,738cf5ef45abf3b85644d8e859cd4debaf5fa1d7,True,,,,User3,16.7,1.0,,,,,,,Crossing Souls,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","13 Feb, 2018",Fourattic,Devolver Digital,Crossing Souls,8.75,9.0,10.68
730,Counter-Strike 2,63774,8dbc71957312bbd3baea65848b545be9eae2a355,True,"[2, 5]",,1416.0,User3,1062.9,1.0,,,,,,,Counter-Strike 2,game,"['Action', 'Free To Play']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']","15 Sep, 2017",Valve,Valve,Counter-Strike 2,118.17,355.34,761.87
340830,Razenroth,0,3b72937836c935d47617e56c38f0501e71c8ce93,True,,,,User3,0.0,0.0,,,,,,,Razenroth,game,"['Action', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","28 Aug, 2015",Enitvare,Enitvare,Razenroth,2.0,0.0,9.3
346010,Besiege,44,16667f445723c720782314269e41f9daa8a7fb56,True,"[2, 5]",,,User3,0.7,0.0,,,,,,,Besiege,game,"['Indie', 'Simulation']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","18 Feb, 2020",Spiderling Studios,Spiderling Studios,Besiege,5.97,12.6,16.86
343360,Particula,54,f7846aee2cc0e59f045c3bbfa5097146c7074f65,,,,,User3,0.9,0.0,,,,,,,Particula,game,"['Casual', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Family Sharing']","2 Feb, 2015",Microblast Games,SA Industry,Particula,1.43,0.0,4.11
348540,Divine Slice of Life,55,6c32e010208f043a4dfb2ea74315949c7a76e5ac,True,"[1, 5]",,1.0,User3,0.9,1.0,,,,,,,Divine Slice of Life,game,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","22 Oct, 2015",Dharker Studios,Dharker Studios,Divine Slice of Life,1.43,2.94,3.78
298630,The Escapists,1372,bd0870a5fb2b51f11699c9b77d1bc7e7ba688c74,True,,,,User3,22.9,0.05405405405405406,,,,,,,The Escapists,game,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","13 Feb, 2015",Mouldy Toof Studios,Team17,The Escapists,19.71,43.11,43.23
352010,Beach Bounce,64,eb9bea29037b75f22523d632c5f4957028d79e17,True,"[1, 5]",,,User3,1.1,1.0,,,,,,,Beach Bounce,game,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","14 Aug, 2015",Dharker Studios,Dharker Studios,Beach Bounce,2.46,3.66,6.88
